10,10,7,0,10,7,0,5,8,10,5,10,8,14,8,10,5,7,8
0,0,2,400,0,2,500,1000,0,0,0,0,0,0,0,0,0,2,0
0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.7,0,0,0,0,-0.7,-1,0,0,0.8,0,-0.7,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,0,0,180,0,0,0,0,180,0,180,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
